  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.0353   0.03236   0.02317  -0.0355   0.9185   1.0000
   0.250   0.0765   0.03293   0.02358  -0.0393   0.9046   1.0000
   0.500   0.1073   0.03344   0.02396  -0.0410   0.8893   1.0000
   0.750   0.1331   0.03401   0.02441  -0.0418   0.8741   1.0000
   1.000   0.1610   0.03461   0.02492  -0.0428   0.8594   1.0000
   1.250   0.1926   0.03524   0.02545  -0.0443   0.8456   1.0000
   1.500   0.2398   0.03569   0.02584  -0.0479   0.8332   1.0000
   1.750   0.2615   0.03635   0.02644  -0.0476   0.8184   1.0000
   2.000   0.2826   0.03708   0.02712  -0.0472   0.8036   1.0000
   2.250   0.3092   0.03777   0.02777  -0.0476   0.7899   1.0000
   2.500   0.3568   0.03800   0.02800  -0.0505   0.7781   1.0000
   2.750   0.3785   0.03872   0.02870  -0.0500   0.7636   1.0000
   3.000   0.3952   0.03963   0.02959  -0.0489   0.7487   1.0000
   3.250   0.4195   0.04038   0.03034  -0.0486   0.7350   1.0000
   3.500   0.4839   0.03973   0.02975  -0.0527   0.7246   1.0000
   3.750   0.4907   0.04097   0.03098  -0.0502   0.7088   1.0000
   4.000   0.5036   0.04209   0.03210  -0.0485   0.6935   1.0000
   4.250   0.5247   0.04293   0.03296  -0.0477   0.6792   1.0000
   4.500   0.5986   0.04109   0.03123  -0.0512   0.6698   1.0000
   4.750   0.6079   0.04237   0.03253  -0.0490   0.6536   1.0000
   5.000   0.6201   0.04355   0.03374  -0.0471   0.6377   1.0000
   5.250   0.6363   0.04454   0.03477  -0.0454   0.6223   1.0000
   5.500   0.6669   0.04464   0.03494  -0.0448   0.6081   1.0000
   5.750   0.7418   0.04170   0.03211  -0.0467   0.5972   1.0000
   6.000   0.7563   0.04261   0.03307  -0.0446   0.5805   1.0000
   6.250   0.7744   0.04329   0.03382  -0.0428   0.5639   1.0000
   6.500   0.7965   0.04369   0.03428  -0.0411   0.5474   1.0000
   6.750   0.8251   0.04356   0.03421  -0.0397   0.5307   1.0000
   7.000   0.8579   0.04309   0.03381  -0.0386   0.5136   1.0000
   7.250   0.8926   0.04245   0.03321  -0.0375   0.4956   1.0000
   7.500   0.9283   0.04172   0.03250  -0.0365   0.4767   1.0000
   7.750   0.9646   0.04094   0.03173  -0.0356   0.4568   1.0000
   8.000   1.0040   0.03999   0.03070  -0.0350   0.4360   1.0000
   8.250   1.0331   0.03980   0.03045  -0.0337   0.4151   1.0000
   8.500   1.0464   0.04058   0.03128  -0.0312   0.3948   1.0000
   8.750   1.0631   0.04117   0.03188  -0.0289   0.3743   1.0000
   9.000   1.0833   0.04158   0.03226  -0.0270   0.3537   1.0000
   9.250   1.1088   0.04174   0.03229  -0.0256   0.3330   1.0000
   9.500   1.1382   0.04194   0.03224  -0.0247   0.3124   1.0000
   9.750   1.1511   0.04314   0.03345  -0.0225   0.2950   1.0000
  10.000   1.1662   0.04437   0.03464  -0.0205   0.2784   1.0000
  10.250   1.1787   0.04580   0.03608  -0.0184   0.2633   1.0000
  10.500   1.1698   0.04843   0.03902  -0.0145   0.2529   1.0000
  10.750   1.1796   0.05027   0.04088  -0.0125   0.2409   1.0000
  11.000   1.2009   0.05173   0.04223  -0.0115   0.2283   1.0000
  11.250   1.1784   0.05515   0.04603  -0.0070   0.2228   1.0000
  11.500   0.9086   0.08533   0.07695  -0.0079   0.2515   1.0000
  11.750   0.8603   0.09852   0.09010  -0.0132   0.2478   1.0000
  12.000   0.8047   0.11329   0.10480  -0.0200   0.2478   1.0000
  12.250   0.7701   0.12400   0.11546  -0.0248   0.2487   1.0000
  12.500   0.7544   0.13154   0.12300  -0.0279   0.2488   1.0000
  12.750   0.7545   0.13699   0.12848  -0.0294   0.2476   1.0000
  13.000   0.7590   0.14219   0.13372  -0.0306   0.2466   1.0000
  13.000   0.7595   0.14202   0.13353  -0.0305   0.2457   1.0000
  13.100   0.7620   0.14425   0.13578  -0.0310   0.2461   1.0000
  13.750   0.6872   0.16856   0.16007  -0.0479   0.3264   1.0000
  14.000   0.6959   0.17156   0.16310  -0.0485   0.3159   1.0000
  14.250   0.7081   0.17643   0.16800  -0.0494   0.3112   1.0000
  14.500   0.7027   0.17793   0.16949  -0.0508   0.3018   1.0000
  14.750   0.7318   0.18471   0.17634  -0.0507   0.2953   1.0000
  15.000   0.7148   0.18462   0.17621  -0.0531   0.2881   1.0000
  15.250   0.7395   0.19002   0.18169  -0.0529   0.2802   1.0000
  15.500   0.7325   0.19189   0.18351  -0.0552   0.2755   1.0000
  15.750   0.7403   0.19471   0.18635  -0.0562   0.2667   1.0000
  16.000   0.7658   0.20196   0.19367  -0.0562   0.2621   1.0000
  16.250   0.7511   0.20102   0.19269  -0.0592   0.2551   1.0000
  16.500   0.7712   0.20594   0.19767  -0.0592   0.2478   1.0000
  16.750   0.7754   0.20953   0.20124  -0.0610   0.2446   1.0000
  17.000   0.7742   0.21063   0.20233  -0.0633   0.2368   1.0000
  17.250   0.8010   0.21770   0.20949  -0.0627   0.2306   1.0000
  17.500   0.7925   0.21789   0.20963  -0.0660   0.2269   1.0000
  17.750   0.7980   0.22019   0.21193  -0.0678   0.2199   1.0000
  18.000   0.8217   0.22704   0.21886  -0.0673   0.2148   1.0000
